Aesthetic Appreciation and Spanish Art : ||| ADJ NOUN CCONJ ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_R_punct
It is well within our reach . ||| PRON AUX ADV ADP PRON NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj SHIFT REDUCE_R_punct
Good morning . ||| ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_R_punct
It gives me great pleasure to be here today as the Chief Guest during the launch of School of Open – Africa . ||| PRON VERB PRON ADJ NOUN PART AUX ADV NOUN ADP DET ADJ PROPN ADP DET NOUN ADP PROPN ADP PROPN PUNCT PROPN PUNCT ||| SHIFT SHIFT REDUCE_L_expl SHIFT REDUCE_R_iobj SHIFT SHIFT REDUCE_L_amod REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_mark SHIFT REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_punct REDUCE_R_appos REDUCE_R_nmod REDUCE_R_obl REDUCE_R_csubj SHIFT REDUCE_R_punct
I would like to begin by sincerely thanking Creative Commons Africa community and under the able coordination of Alex Gakuru and Tobias Schonwetter , and the global Creative Commons Community for inviting me to preside over this launch . ||| PRON AUX VERB PART VERB SCONJ ADV VERB ADJ PROPN PROPN NOUN CCONJ ADP DET ADJ NOUN ADP PROPN PROPN CCONJ PROPN PROPN PUNCT CCONJ DET ADJ ADJ PROPN PROPN SCONJ VERB PRON PART VERB ADP DET NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_mark SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_R_appos SHIFT REDUCE_L_compound SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_L_reparandum SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_flat SHIFT SHIFT REDUCE_L_cc SHIFT REDUCE_R_flat REDUCE_R_conj REDUCE_R_nmod REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj REDUCE_R_obj SHIFT SHIFT REDUCE_L_mark SHIFT REDUCE_R_obj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_xcomp REDUCE_R_advcl REDUCE_R_advcl REDUCE_R_xcomp SHIFT REDUCE_R_punct
I am happy to note how much School of Open Africa has grown in Kenya and embraced in countries like Senegal , Nigeria , and South Africa among other African countries in the last few years . ||| PRON AUX ADJ PART VERB ADV ADJ PROPN ADP ADJ PROPN AUX VERB ADP PROPN CCONJ VERB ADP NOUN ADP PROPN PUNCT PROPN PUNCT CCONJ PROPN PROPN ADP ADJ ADJ NOUN ADP DET ADJ ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_cc SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_advcl REDUCE_R_obj REDUCE_R_xcomp SHIFT REDUCE_R_punct
I am informed that School of Open by Creative Commons is highly reputed around the world for addressing universal access to education . ||| PRON AUX VERB SCONJ PROPN ADP PROPN ADP PROPN PROPN AUX ADV VERB ADP DET NOUN SCONJ VERB ADJ NOUN ADP NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj REDUCE_R_advcl REDUCE_R_ccomp SHIFT REDUCE_R_punct
Awarding CopyrightX certificates / CC BY / Phillip Ranja ||| VERB PROPN NOUN PUNCT PROPN PROPN PUNCT PROPN PROPN ||| SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_R_obj SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_flat REDUCE_R_dep SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_flat REDUCE_R_dep
Kenya is a signatory to the UNESCO ’s 2012 Paris Declaration on Open Education Resources licensed under Creative Commons open licenses . ||| PROPN AUX DET NOUN ADP DET PROPN PART NUM PROPN PROPN ADP ADJ PROPN PROPN VERB ADP ADJ PROPN ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_R_case SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_compound REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_amod REDUCE_L_compound REDUCE_L_case REDUCE_R_obl REDUCE_R_acl REDUCE_R_nmod REDUCE_R_nmod SHIFT REDUCE_R_punct
The use of open education resources improves the quality of teaching and learning , including by accelerating student comprehension and by providing more opportunities for the realisation of universal access to education . ||| DET NOUN ADP ADJ NOUN NOUN VERB DET NOUN ADP NOUN CCONJ NOUN PUNCT SCONJ SCONJ VERB NOUN NOUN CCONJ SCONJ VERB ADJ NOUN ADP DET NOUN ADP ADJ NOUN ADP NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT REDUCE_L_mark REDUCE_L_mark REDUCE_L_punct SHIFT SHIFT REDUCE_L_compound REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_mark REDUCE_L_cc SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obj REDUCE_R_conj REDUCE_R_advcl SHIFT REDUCE_R_punct
Open Educational Resources ( OER ) are teaching , learning , and research materials in any medium that reside in the public domain or have been released under an open license that permits their free use and re-purposing by others . ||| ADJ ADJ PROPN PUNCT PROPN PUNCT AUX NOUN PUNCT NOUN PUNCT CCONJ NOUN NOUN ADP DET NOUN PRON VERB ADP DET ADJ NOUN CCONJ AUX AUX VERB ADP DET ADJ NOUN PRON VERB PRON ADJ NOUN CCONJ NOUN ADP NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_appos SHIFT SHIFT SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj SHIFT REDUCE_L_compound REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_cc SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj REDUCE_R_acl REDUCE_R_obl REDUCE_R_conj REDUCE_R_acl SHIFT REDUCE_R_punct
Fully aware of the role of education in a country ’s development agenda , I am sure that the new initiatives being undertaken by School of Open Africa , the Creative Commons and UNESCO are making their contribution towards the social , economic , and political pillars which are the three fundamental cornerstones of our country , and indeed for our great continent . ||| ADV ADJ ADP DET NOUN ADP NOUN ADP DET NOUN PART NOUN NOUN PUNCT PRON AUX ADJ SCONJ DET ADJ NOUN AUX VERB ADP PROPN ADP PROPN PROPN PUNCT DET ADJ PROPN CCONJ PROPN AUX VERB PRON NOUN ADP DET ADJ PUNCT ADJ PUNCT CCONJ ADJ NOUN PRON AUX DET NUM ADJ NOUN ADP PRON NOUN PUNCT CCONJ ADV ADP PRON ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_R_case SHIFT SHIFT REDUCE_L_compound REDUCE_L_nmod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT REDUCE_L_acl SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT REDUCE_L_aux SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_R_appos SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_obl REDUCE_R_acl SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT REDUCE_L_nmod SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nummod REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_L_case REDUCE_L_advmod REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj REDUCE_R_nmod REDUCE_R_acl REDUCE_R_nmod REDUCE_R_obj REDUCE_R_ccomp SHIFT REDUCE_R_punct
Ladies and gentlemen , as you may be aware , the Country ’s development blue print is being implemented through successive five - year Medium Term Plans ( MTPs ) that will finally enable the country to achieve the long - term goals . ||| NOUN CCONJ NOUN PUNCT SCONJ PRON AUX AUX ADJ PUNCT DET PROPN PART NOUN ADJ NOUN AUX AUX VERB ADP ADJ NUM PUNCT NOUN ADJ PROPN PROPN PUNCT PROPN PUNCT PRON AUX ADV VERB DET NOUN PART VERB DET ADJ PUNCT NOUN NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_mark SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_R_case SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_compound REDUCE_L_nmod SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advcl REDUCE_L_vocative SHIFT SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_nummod SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_L_compound REDUCE_L_compound REDUCE_L_amod REDUCE_L_case SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_appos SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_amod SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_R_obj REDUCE_R_xcomp REDUCE_R_acl REDUCE_R_obl SHIFT REDUCE_R_punct
We are now in the second medium term plan cycle ( 2013 - 2017 ) whose theme is “ Transforming Kenya : Pathways to Devolution , Socio-economic Development , Equity and National Unity ” . ||| PRON AUX ADV ADP DET ADJ ADJ NOUN NOUN NOUN PUNCT NUM SYM NUM PUNCT PRON NOUN AUX PUNCT VERB PROPN PUNCT NOUN ADP NOUN PUNCT ADJ NOUN PUNCT NOUN CCONJ ADJ NOUN PUNCT PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_L_compound SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_R_punct REDUCE_R_appos SHIFT SHIFT REDUCE_L_nmod SHIFT SHIFT SHIFT REDUCE_L_punct REDUCE_L_cop REDUCE_L_nsubj SHIFT REDUCE_R_obj SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod REDUCE_R_parataxis SHIFT REDUCE_R_punct REDUCE_R_acl SHIFT REDUCE_R_punct
As you may be aware , the ICT Authority rolled out the National ICT Master plan that will set the pace for progression of the country in ICT for the next five years . ||| SCONJ PRON AUX AUX ADJ PUNCT DET PROPN PROPN VERB ADP DET ADJ PROPN PROPN NOUN PRON AUX VERB DET NOUN ADP NOUN ADP DET NOUN ADP PROPN ADP DET ADJ NUM NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_cop REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_mark SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det SHIFT REDUCE_L_nsubj REDUCE_L_advcl SHIFT REDUCE_R_compound SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_compound REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_nummod REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_acl REDUCE_R_obj SHIFT REDUCE_R_punct
The Master plan – once fully rolled out – will completely transform government processes , services and management , and make information access and service delivery more efficient . ||| DET PROPN NOUN PUNCT SCONJ ADV VERB ADP PUNCT AUX ADV VERB NOUN NOUN PUNCT NOUN CCONJ NOUN PUNCT CCONJ VERB NOUN NOUN CCONJ NOUN NOUN ADV ADJ PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_mark REDUCE_L_punct SHIFT REDUCE_R_compound REDUCE_R_acl SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_compound SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT REDUCE_L_compound SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_cc REDUCE_R_conj REDUCE_R_obj SHIFT SHIFT REDUCE_L_advmod REDUCE_R_xcomp REDUCE_R_conj SHIFT REDUCE_R_punct
Again , the Master plan , with the flagship projects to pilot its implementation , will steer the march towards the digital future that will transform the country to a regional technical hub , raise the country ’s competitiveness and align the country in line with vision 2030 ’s ICT goals . ||| ADV PUNCT DET PROPN NOUN PUNCT ADP DET NOUN NOUN PART VERB PRON NOUN PUNCT AUX VERB DET NOUN ADP DET ADJ NOUN PRON AUX VERB DET NOUN ADP DET ADJ ADJ NOUN PUNCT VERB DET NOUN PART NOUN CCONJ VERB DET NOUN ADP NOUN ADP NOUN NUM PART PROPN NOUN PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case REDUCE_L_punct SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_nmod REDUCE_R_obj REDUCE_R_acl REDUCE_R_nmod SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advmod SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_R_case SHIFT REDUCE_L_nmod REDUCE_R_obj REDUCE_R_conj SHIFT SHIFT REDUCE_L_cc SHIFT SHIFT REDUCE_L_det REDUCE_R_obj SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_compound SHIFT REDUCE_R_case SHIFT SHIFT REDUCE_L_compound REDUCE_L_nmod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_conj REDUCE_R_acl REDUCE_R_obj SHIFT REDUCE_R_punct
By launching the Kenya ICT Master Plan , the government revealed its commitment towards the enhancement of access to quality education and training through ICT in line with the Millennium Development Goals ( MDGs ) . ||| SCONJ VERB DET PROPN PROPN PROPN PROPN PUNCT DET NOUN VERB PRON NOUN ADP DET NOUN ADP NOUN ADP ADJ NOUN CCONJ NOUN ADP PROPN ADP NOUN ADP DET PROPN PROPN PROPN PUNCT PROPN PUNCT PUNCT ||| SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_compound REDUCE_L_compound REDUCE_L_det REDUCE_R_obj SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_L_nsubj REDUCE_L_advcl SHIFT SHIFT REDUCE_L_nmod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod REDUCE_R_nmod SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_compound REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_appos REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obj SHIFT REDUCE_R_punct
We are reviewing the National ICT Policy Guidelines to ensure alignment with proposed Sustainable Development Goals . ||| PRON AUX VERB DET ADJ PROPN PROPN PROPN PART VERB NOUN ADP VERB ADJ PROPN PROPN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_R_obj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj REDUCE_R_advcl SHIFT REDUCE_R_punct
As a country , we are also privileged to have a National ICT Policy whose goal is to create a prosperous ICT - driven Kenyan society . ||| ADP DET NOUN PUNCT PRON AUX ADV ADJ PART VERB DET ADJ PROPN PROPN PRON NOUN AUX PART VERB DET ADJ PROPN PUNCT VERB ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det SHIFT SHIFT REDUCE_L_nmod SHIFT SHIFT SHIFT REDUCE_L_mark REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_compound SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_amod REDUCE_L_det REDUCE_R_obj REDUCE_R_acl REDUCE_R_obj REDUCE_R_xcomp SHIFT REDUCE_R_punct
With a well mainstreamed ICT society , we are assured of better livelihoods of Kenyans attainable through the availability of accessible , efficient , reliable and affordable ICT services . ||| ADP DET ADV ADJ PROPN NOUN PUNCT PRON AUX VERB ADP ADJ NOUN ADP PROPN ADJ ADP DET NOUN ADP ADJ PUNCT ADJ PUNCT ADJ CCONJ ADJ PROPN NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_acl REDUCE_R_obl SHIFT REDUCE_R_punct
ICT provides a platform that enables the realization of these goals . ||| PROPN VERB DET NOUN PRON VERB DET NOUN ADP DET NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj REDUCE_R_acl REDUCE_R_obj SHIFT REDUCE_R_punct
I must emphasize that Creative Commons through the School of Open Africa has provided a good example of innovative use of ICT in education that resonates well with the Kenya National ICT Master Plan . ||| PRON AUX VERB SCONJ ADJ PROPN ADP DET PROPN ADP PROPN PROPN AUX VERB DET ADJ NOUN ADP ADJ NOUN ADP PROPN ADP NOUN PRON VERB ADV ADP DET PROPN ADJ PROPN PROPN PROPN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_R_appos REDUCE_R_nmod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT SHIFT REDUCE_L_nsubj SHIFT REDUCE_R_advmod SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_compound REDUCE_L_amod REDUCE_L_compound REDUCE_L_det REDUCE_L_case REDUCE_R_obl REDUCE_R_acl REDUCE_R_obj REDUCE_R_ccomp SHIFT REDUCE_R_punct
The integration of ICT into educational programmes places both the teaching staff and students at the forefront in the utilization of ICT for the enhancement of lives . ||| DET NOUN ADP PROPN ADP ADJ NOUN VERB CCONJ DET NOUN NOUN CCONJ NOUN ADP DET NOUN ADP DET NOUN ADP PROPN ADP DET NOUN ADP NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_cc SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct
